6748, 4.94, 329
6983, 5.11, 136
7126, 5.22, 143
7132, 5.22, 186
7141, 5.23, 168
7093, 5.20, 138
7125, 5.22, 147
6800, 4.98, 154
7043, 5.16, 136
7026, 5.15, 136
6615, 4.84, 140
6445, 4.72, 152
6531, 4.78, 161
6308, 4.62, 151
6506, 4.77, 184
6602, 4.84, 166
6055, 4.43, 177
6090, 4.46, 175
6351, 4.65, 176
6224, 4.56, 164
6130, 4.49, 194
5569, 4.08, 150
5863, 4.29, 166
6315, 4.63, 178
5684, 4.16, 220
6204, 4.54, 174
